City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,north bend,43.4065,-124.2243,17.91,65,100,7.72,US,1684874589
366,puerto aysen,-45.4,-72.7,10.02,66,75,0.0,CL,1684874589
367,luderitz,-26.6481,15.1594,13.53,73,8,1.77,NA,1684874167
368,yaren,-0.5472,166.916,25.77,89,100,6.21,NR,1684874590
369,constantia,44.1833,28.65,14.38,85,4,2.47,RO,1684874422
370,alekseyevka,50.6309,38.6903,13.32,97,35,1.4,RU,1684874590
371,reggane,26.7158,0.1714,27.91,9,15,4.42,DZ,1684874590
372,fort mcmurray,56.7268,-111.381,8.73,87,100,6.69,CA,1684874590
373,al qadarif,14.0349,35.3834,33.33,15,0,1.51,SD,1684874590
374,vila velha,-20.3297,-40.2925,22.97,89,75,1.03,BR,1684874590
375,rakops,-21.0167,24.3333,22.45,25,0,2.64,BW,1684874590
376,northam,51.0333,-4.2167,13.12,81,66,3.52,GB,1684874591
377,ust-tsilma,65.441,52.1498,11.84,84,14,1.63,RU,1684874591
378,masjed soleyman,31.9364,49.3039,32.18,13,85,1.09,IR,1684874591
379,yuzhno-kurilsk,44.0306,145.8556,4.42,85,99,3.46,RU,1684874591
380,katsuura,35.1333,140.3,14.82,83,76,5.38,JP,1684874591
381,lihue,21.9789,-159.3672,26.58,76,40,5.14,US,1684874591
382,ust-nera,64.5667,143.2,2.08,96,100,3.39,RU,1684874591
383,laojunmiao,39.8333,97.7333,8.44,58,99,4.71,CN,1684874125
384,niquero,20.0431,-77.5828,29.46,65,31,1.28,CU,1684874592
385,robertsport,6.7533,-11.3686,27.99,78,100,2.73,LR,1684874142
386,cabo san lucas,22.8909,-109.9124,33.61,23,20,4.12,MX,1684874592
387,ilhabela,-23.7781,-45.3581,20.97,82,0,1.26,BR,1684874592
388,inarajan village,13.2736,144.7484,27.08,90,100,30.79,GU,1684874592
389,basco,20.4487,121.9702,26.53,80,96,7.43,PH,1684874592
390,martinsicuro,42.8811,13.9145,19.37,75,4,2.17,IT,1684874592
391,leua,48.2156,18.6071,14.94,93,100,1.85,SK,1684874592
392,zyryanovsk,49.7386,84.2719,7.65,75,0,1.08,KZ,1684874592
393,san jose del guaviare,2.5729,-72.6459,28.18,73,53,2.04,CO,1684874593
394,nyagan,62.1406,65.3936,13.44,83,41,1.46,RU,1684874136
395,arkhipo-osipovka,44.37,38.52,17.23,94,87,2.71,RU,1684874593
396,camabatela,-8.1881,15.375,19.29,73,7,0.73,AO,1684874593
397,noosa heads,-26.3833,153.15,11.85,80,0,3.94,AU,1684874593
398,ad dabbah,18.05,30.95,33.43,11,1,2.22,SD,1684874593
399,magistral'nyy,56.1725,107.4458,5.85,92,100,1.8,RU,1684874593
400,tuyen quang,21.8233,105.2181,25.6,88,100,0.73,VN,1684874593
401,kish,26.5578,54.0194,28.15,78,0,5.14,IR,1684874593
402,qaisumah,28.3112,46.1273,31.98,31,20,4.12,SA,1684874593
403,portland,45.5234,-122.6762,20.96,45,100,1.54,US,1684874355
404,nioki,-2.7167,17.6833,24.19,85,54,0.58,CD,1684874594
405,ugoofaaru,5.6667,73.0,28.37,76,36,2.41,MV,1684874137
406,rikaze,29.25,88.8833,8.62,53,98,1.78,CN,1684874132
407,curcani,44.2,26.5833,19.78,77,21,0.76,RO,1684874594
408,mezhdurechenskiy,59.6,65.9333,15.09,57,59,2.5,RU,1684874594
409,shimoda,34.6667,138.95,15.61,75,97,4.07,JP,1684874594
410,lospalos,-8.5186,127.0025,21.51,96,99,2.83,TL,1684874594
411,saudarkrokur,65.7461,-19.6394,3.54,88,76,14.04,IS,1684874594
412,jinghong,21.991,100.7341,22.91,56,1,1.3,CN,1684874595
413,ploneour-lanvern,47.9,-4.2833,13.18,67,0,6.69,FR,1684874595
414,svetlyy,54.675,20.1347,17.2,77,100,3.72,RU,1684874595
415,ishigaki,24.3448,124.1572,21.07,83,20,2.57,JP,1684874485
416,harjavalta,61.3167,22.1333,14.85,59,19,1.81,FI,1684874595
417,gediz,39.0417,29.41,12.83,89,97,0.22,TR,1684874595
418,rockland,41.1668,-74.0496,23.11,57,83,0.89,US,1684874595
419,howrah,22.5892,88.3103,25.0,83,40,1.54,IN,1684874595
420,tegucigalpa,14.0818,-87.2068,31.42,22,20,5.14,HN,1684874300
421,nantucket,41.2835,-70.0995,17.06,66,0,7.2,US,1684874156
422,kenai,60.5544,-151.2583,12.05,50,100,6.17,US,1684874356
423,tsiombe,-25.3,45.4833,16.76,65,1,1.13,MG,1684874596
424,jonquiere,48.4165,-71.2488,22.43,25,90,11.32,CA,1684874596
425,tura,25.5198,90.2201,21.65,89,99,0.5,IN,1684874596
426,balaklava,44.5,33.6,16.32,64,57,1.09,UA,1684874596
427,charters towers,-20.1,146.2667,14.09,82,9,3.91,AU,1684874596
428,mermoz boabab,14.7065,-17.4758,24.31,83,0,4.12,SN,1684874159
429,yeppoon,-23.1333,150.7333,10.88,88,12,4.19,AU,1684874138
430,coari,-4.085,-63.1414,26.94,93,70,1.81,BR,1684874597
431,sar-e pul,35.8333,66.1667,18.02,47,70,1.75,AF,1684874597
432,sabang,5.8933,95.3214,28.58,77,62,3.18,ID,1684874597
433,hasaki,35.7333,140.8333,12.34,67,23,8.92,JP,1684874597
434,puerto el triunfo,13.2833,-88.55,36.48,60,90,5.06,SV,1684874597
435,gamba,-2.65,10.0,24.83,94,92,2.19,GA,1684874146
436,quellon,-43.1167,-73.6167,10.14,81,75,10.29,CL,1684873877
437,new norfolk,-42.7826,147.0587,12.06,72,81,1.34,AU,1684874598
438,kanata,45.3159,-75.8985,24.29,34,75,4.47,CA,1684874598
439,minas de marcona,-15.2119,-75.1103,18.28,66,43,6.59,PE,1684874598
440,salalah,17.0151,54.0924,30.05,79,40,2.06,OM,1684874598
441,conception bay south,47.4999,-52.9981,4.19,91,100,8.4,CA,1684874598
442,yinzhu,35.8786,119.9753,18.04,49,100,2.79,CN,1684874598
443,tinajo,29.0788,-13.7081,19.49,60,20,4.63,ES,1684874598
444,magdagachi,53.45,125.8,9.31,91,95,0.91,RU,1684874598
445,catemaco,18.4167,-95.1167,30.96,52,46,2.08,MX,1684874598
446,massawa,15.6097,39.45,30.97,69,26,6.85,ER,1684874599
447,mahina,-17.5065,-149.489,28.87,61,20,5.14,PF,1684874599
448,retreat,38.8245,-85.8533,28.5,32,12,0.89,US,1684874599
449,minggang,32.4586,114.0486,15.77,89,100,1.92,CN,1684874599
450,sao vicente,-23.9631,-46.3919,27.1,51,75,0.45,BR,1684874599
451,ceres,37.5949,-120.9577,29.43,46,0,0.0,US,1684874599
452,belmonte,-15.8631,-38.8828,24.14,76,58,3.78,BR,1684874168
453,qarazhal,48.0078,70.7903,13.18,63,29,4.09,KZ,1684874599
454,uruacu,-14.5247,-49.1408,23.72,45,100,0.45,BR,1684874600
455,brooks,50.5834,-111.8851,22.99,24,12,7.2,CA,1684874600
456,sitia,35.2,26.0986,18.88,81,2,4.12,GR,1684874600
457,wainwright,52.839,-110.8572,21.76,29,13,8.52,CA,1684874159
458,awjilah,29.1081,21.2869,23.6,37,35,5.63,LY,1684874600
459,kawm umbu,24.4767,32.9463,32.63,22,35,5.99,EG,1684874600
460,yamada,39.4667,141.95,9.21,88,100,5.85,JP,1684874011
461,chikmagalur,13.3167,75.7833,20.39,83,100,1.65,IN,1684874600
462,turpan,42.9333,89.1667,22.76,17,3,1.91,CN,1684874134
463,mukalla,14.5425,49.1242,28.85,71,10,3.01,YE,1684874601
464,porbandar,21.6422,69.6093,28.1,82,5,6.13,IN,1684874418
465,blairgowrie,56.5916,-3.3405,13.51,82,100,2.13,GB,1684874601
466,sandakan,5.8402,118.1179,24.82,94,20,2.06,MY,1684874601
467,kon tum,14.35,108.0,21.63,95,22,0.79,VN,1684874601
468,namibe,-15.1961,12.1522,21.39,76,36,4.03,AO,1684874157
469,bor,56.3567,44.0669,20.96,62,97,3.57,RU,1684874601
470,margate,51.3813,1.3862,11.28,73,97,0.89,GB,1684874602
471,bereeda,11.8704,51.0579,28.9,73,84,5.72,SO,1684874602
472,arno,60.1167,18.6333,10.44,57,100,2.92,SE,1684874602
473,wilmington,34.2257,-77.9447,26.03,62,40,8.23,US,1684874404
474,tolanaro,-25.0319,46.9987,17.04,82,20,3.09,MG,1684874602
475,sosnovka,56.255,51.2842,16.08,61,100,2.08,RU,1684874602
476,boyolangu,-8.1181,111.8935,22.87,94,62,1.26,ID,1684874602
477,diego de almagro,-26.3667,-70.05,22.31,22,0,3.56,CL,1684874603
478,katabu,-4.9333,122.5167,23.93,92,85,1.54,ID,1684874603
479,icmeler,40.8464,29.3089,15.5,100,75,3.09,TR,1684874603
480,sinabang,2.4803,96.3801,26.75,85,100,1.71,ID,1684874603
481,katerini,40.2719,22.5025,19.98,94,17,2.18,GR,1684874603
482,axim,4.8699,-2.2405,26.99,83,85,2.85,GH,1684874603
483,fada,9.5667,8.3,23.5,88,100,0.51,NG,1684874149
484,lensk,60.7253,114.9278,5.81,72,98,0.81,RU,1684874603
485,rancho palos verdes,33.7445,-118.387,19.95,90,75,4.12,US,1684874526
486,santa cruz,-17.8,-63.1667,28.7,78,75,6.17,BO,1684873850
487,la foa,-21.7108,165.8276,20.5,61,18,3.12,NC,1684874604
488,illizi,26.4833,8.4667,30.89,12,100,3.19,DZ,1684874141
489,moyynkum,44.2914,72.9469,17.08,54,47,3.17,KZ,1684874132
490,corralillo,22.9819,-80.5856,29.83,56,70,5.28,CU,1684874162
491,guerrero negro,27.9769,-114.0611,20.59,57,3,7.3,MX,1684874604
492,kilindoni,-7.9139,39.6668,26.84,74,9,5.43,TZ,1684874604
493,cukai,4.25,103.4167,25.97,88,42,1.2,MY,1684874604
494,banda aceh,5.5577,95.3222,27.23,82,71,1.39,ID,1684874604
495,tabou,4.423,-7.3528,27.4,82,68,2.58,CI,1684874604
496,xinqing,48.2333,129.5,13.8,47,99,2.8,CN,1684874605
497,kyabe,9.4515,18.9449,32.75,35,96,2.12,TD,1684874008
498,langon,44.5,-0.3333,18.21,91,54,3.99,FR,1684874605
499,atherton,53.5237,-2.4935,14.05,74,90,1.79,GB,1684874605
500,impfondo,1.6381,18.0667,24.6,72,76,0.45,CG,1684874605
501,buarcos,40.166,-8.8768,18.19,84,58,0.86,PT,1684874605
502,martuk,50.7475,56.5056,16.66,41,7,3.48,KZ,1684874605
503,dampit,-8.2116,112.7493,19.83,96,7,1.08,ID,1684874605
504,palmer,42.1584,-72.3287,23.76,46,75,4.12,US,1684874605
505,lethem,3.3803,-59.7968,28.81,75,71,3.21,GY,1684874606
506,birao,10.2849,22.7882,31.24,26,100,1.75,CF,1684874606
507,konarka,19.9,86.1167,29.22,90,7,8.05,IN,1684874139
508,vanimo,-2.6741,141.3028,25.53,88,100,0.94,PG,1684874606
509,dolbeau-mistassini,48.8763,-72.212,23.36,48,85,7.16,CA,1684874606
510,hobyo,5.3505,48.5268,27.82,77,100,6.8,SO,1684874145
511,troitsko-pechorsk,62.7084,56.1964,11.69,79,82,1.51,RU,1684874606
512,port-vila,-17.7338,168.3219,20.78,88,75,1.03,VU,1684873933
513,kouango,4.9934,19.9619,24.88,76,95,2.18,CF,1684874606
514,leshan,29.5623,103.7639,17.03,87,8,1.26,CN,1684874606
515,kratie,12.4881,106.0188,25.38,83,100,1.59,KH,1684874607
516,conduaga,8.862,117.4893,26.43,85,76,1.5,PH,1684874607
517,mpika,-11.8343,31.4529,17.39,82,81,2.74,ZM,1684874607
518,zahedan,29.4963,60.8629,17.95,72,0,2.06,IR,1684874607
519,puerto la cruz,10.2167,-64.6167,26.25,82,51,4.47,VE,1684874607
520,arraial do cabo,-22.9661,-42.0278,22.98,88,20,8.75,BR,1684873898
521,markovo,57.3206,107.0881,5.28,96,100,1.74,RU,1684874607
522,tongouson,5.0214,120.1328,28.45,74,14,1.92,PH,1684874608
523,krasnoshchekovo,51.6708,82.7289,8.63,63,1,1.77,RU,1684874608
524,cabinda,-5.55,12.2,26.08,89,40,2.06,AO,1684874608
525,mount vernon,40.9126,-73.8371,22.0,57,75,4.12,US,1684874495
526,tadine,-21.55,167.8833,22.61,57,72,6.7,NC,1684874171
527,hinton,53.4001,-117.5857,6.81,95,100,3.11,CA,1684873950
528,hilo,19.7297,-155.09,25.9,71,40,1.79,US,1684874426
529,xiva,41.3783,60.3639,20.99,18,65,6.62,UZ,1684874608
530,labytnangi,66.6572,66.4183,7.45,60,63,2.13,RU,1684874608
531,tomakomai,42.6369,141.6033,7.08,93,20,4.12,JP,1684874608
532,mumford,5.2618,-0.759,27.52,82,100,2.64,GH,1684874608
533,sittwe,20.15,92.9,28.07,81,0,2.24,MM,1684874609
534,manggar,-2.8833,108.2667,27.53,77,13,3.73,ID,1684874609
535,itanhem,-17.1664,-40.33,22.02,76,100,3.11,BR,1684874609
536,chulakkurgan,43.765,69.1814,16.51,42,2,2.29,KZ,1684874609
537,wenshang,35.7275,116.4961,18.99,35,100,5.18,CN,1684874609
538,rongelap,11.1635,166.8941,28.03,76,85,6.69,MH,1684874009
539,fortuna,40.5982,-124.1573,17.19,65,20,10.29,US,1684874609
540,juneau,58.3019,-134.4197,12.0,100,75,4.63,US,1684874484
541,auna,10.1881,4.7232,31.07,53,90,1.55,NG,1684874610
542,kuta,-8.7233,115.1723,25.0,94,20,1.03,ID,1684874610
543,kushiro,42.975,144.3747,5.42,79,100,4.17,JP,1684874610
544,ebon,4.582,168.6964,27.92,80,100,6.71,MH,1684874610
545,shenjiamen,29.9576,122.298,16.83,73,25,3.03,CN,1684874146
546,madera,37.1666,-119.8343,32.91,30,4,3.59,US,1684874610
547,isiro,2.7739,27.616,20.21,83,80,0.18,CD,1684874610
548,mandera,3.9366,41.867,27.89,63,69,4.09,KE,1684874610
549,jaguey grande,22.5269,-81.1286,31.36,52,59,2.88,CU,1684874610
550,kerikeri,-35.2268,173.9474,14.46,78,3,4.95,NZ,1684873992
551,viedma,-40.8135,-62.9967,16.82,71,100,5.35,AR,1684874611
552,berezovo,63.9381,65.0419,14.92,68,100,3.81,RU,1684874611
553,preobrazheniye,42.9019,133.9064,11.05,81,1,2.07,RU,1684874611
554,cannonvale,-20.2833,148.7,19.66,76,81,7.34,AU,1684873838
555,palpa,-14.5336,-75.1856,27.7,45,59,3.5,PE,1684874611
556,petukhovo,55.0692,67.9019,15.0,50,41,2.16,RU,1684874611
557,qamdo,31.1667,97.2333,1.04,33,2,0.19,CN,1684874172
558,gebeit,21.0667,36.3167,27.32,57,23,3.43,SD,1684874611
559,muravlenko,63.7898,74.523,3.56,75,20,3.42,RU,1684874584
560,talara,-4.5772,-81.2719,20.42,100,40,4.12,PE,1684874612
561,tucuma,-0.1833,-50.05,26.34,89,96,2.61,BR,1684874612
562,pascagoula,30.3658,-88.5561,31.03,60,40,4.12,US,1684874612
563,ridgecrest,35.6225,-117.6709,33.59,17,20,6.17,US,1684874612
564,bereznehuvate,47.3078,32.8499,15.39,86,35,2.94,UA,1684874612
565,mount pleasant,32.7941,-79.8626,27.32,66,0,8.75,US,1684874612
566,edgewater,28.9889,-80.9023,28.4,77,75,7.2,US,1684874612
567,guankou,28.15,113.6333,16.89,97,100,1.03,CN,1684874612
568,sao felix do xingu,-6.6447,-51.995,26.99,76,95,1.64,BR,1684874612
569,ajjampur,13.7281,76.0094,23.55,73,94,3.67,IN,1684874612
570,nedumangad,8.6,77.0,28.6,79,40,1.03,IN,1684874613
571,puerto deseado,-47.7503,-65.8938,10.99,38,0,6.71,AR,1684874613
572,cidreira,-30.1811,-50.2056,20.09,85,4,3.25,BR,1684874613
573,hovd,48.0056,91.6419,7.2,53,33,2.08,MN,1684874135
574,villa vasquez,19.7411,-71.4464,30.72,63,41,4.26,DO,1684874613
575,emerald,-23.5333,148.1667,11.73,49,0,3.71,AU,1684874613
576,baidoa,3.1138,43.6498,22.74,85,100,3.87,SO,1684874613
